idx,timestamp,is_attack,fused_u,fused_b,fused_d,max_u,mean_u,min_b,mean_b,max_d,n_sensors,n_high_u
247,14/07/16 07,0,0.149598,0.709051,0.141351,0.997370,0.840206,0.002404,0.148882,0.171248,31,661
248,14/07/16 08,0,0.165085,0.683818,0.151096,0.997556,0.839592,0.002164,0.149826,0.141659,31,659
249,14/07/16 09,0,0.175201,0.661023,0.163777,0.997929,0.839343,0.001685,0.150278,0.143639,31,660
250,14/07/16 10,0,0.136788,0.734251,0.128961,0.997428,0.837900,0.002329,0.152265,0.111866,31,660
251,14/07/16 11,0,0.135115,0.737877,0.127008,0.997621,0.836571,0.001948,0.154087,0.101860,31,659
252,14/07/16 12,0,0.134344,0.739813,0.125843,0.997813,0.835492,0.001517,0.155541,0.106858,31,655
253,14/07/16 13,0,0.133919,0.740999,0.125082,0.997828,0.834945,0.001182,0.156272,0.127936,31,654
254,14/07/16 14,0,0.138025,0.741783,0.124559,0.998308,0.835918,0.000920,0.154983,0.169688,31,655
255,14/07/16 15,0,0.152821,0.728298,0.124186,0.998178,0.836398,0.001365,0.154316,0.169688,31,656
256,14/07/16 16,0,0.133371,0.742714,0.123915,0.998257,0.836627,0.001132,0.153771,0.274010,31,661
257,14/07/16 17,0,0.133288,0.742998,0.123714,0.998306,0.835315,0.000881,0.155634,0.213399,31,660
258,14/07/16 18,0,0.133229,0.743208,0.123563,0.998347,0.834635,0.000686,0.156595,0.166195,31,657
259,14/07/16 19,0,0.133175,0.743414,0.123411,0.998344,0.833900,0.000705,0.157586,0.129433,31,654
260,14/07/16 20,0,0.133135,0.743571,0.123295,0.997946,0.833416,0.001432,0.158233,0.101860,31,655
261,14/07/16 21,0,0.133104,0.743691,0.123205,0.998272,0.833288,0.001115,0.158468,0.112399,31,654
262,14/07/16 22,0,0.133081,0.743783,0.123136,0.998317,0.832877,0.000868,0.159053,0.101860,31,654
263,14/07/16 23,0,0.133063,0.743854,0.123083,0.998248,0.832601,0.001275,0.159473,0.101870,31,657
264,15/07/16 00,0,0.133049,0.743909,0.123042,0.998264,0.832353,0.001187,0.159798,0.107689,31,654
265,15/07/16 01,0,0.133746,0.743952,0.123010,0.998127,0.832353,0.001431,0.159747,0.105195,31,654
266,15/07/16 02,0,0.131013,0.750598,0.118389,0.997899,0.833805,0.001219,0.157760,0.169688,31,654
267,15/07/16 03,0,0.147163,0.742060,0.110777,0.998303,0.835897,0.000949,0.154839,0.234791,31,657
268,15/07/16 04,0,0.148967,0.706867,0.144166,0.998334,0.836937,0.000768,0.153390,0.234791,31,661
269,15/07/16 05,0,0.102004,0.828736,0.072431,0.998262,0.835479,0.001198,0.155361,0.182856,31,666
270,15/07/16 06,0,0.127644,0.775597,0.096759,0.998159,0.837581,0.001390,0.152536,0.178862,31,657
271,15/07/16 07,0,0.156601,0.708996,0.134403,0.998157,0.838377,0.001393,0.151217,0.256017,31,657
272,15/07/16 08,0,0.172778,0.665049,0.162173,0.998179,0.838149,0.001364,0.151499,0.242300,31,666
273,15/07/16 09,0,0.139772,0.739115,0.121112,0.997713,0.836962,0.001963,0.153221,0.188703,31,662
274,15/07/16 10,0,0.132912,0.756839,0.110249,0.997713,0.836675,0.001963,0.153672,0.146962,31,657
275,15/07/16 11,0,0.134748,0.749964,0.115288,0.997769,0.836709,0.001891,0.153722,0.132957,31,655
276,15/07/16 12,0,0.155362,0.719560,0.125078,0.998004,0.837940,0.001538,0.152056,0.175109,31,660
277,15/07/16 13,0,0.172581,0.645364,0.182055,0.998262,0.839027,0.001198,0.150304,0.251290,31,660
278,15/07/16 14,0,0.134519,0.743825,0.121656,0.998262,0.838004,0.001027,0.151721,0.195705,31,664
279,15/07/16 15,0,0.136218,0.756740,0.107042,0.998328,0.837185,0.000799,0.152909,0.152415,31,660
280,15/07/16 16,0,0.120109,0.795901,0.095334,0.997713,0.836965,0.001963,0.153269,0.169688,31,656
281,15/07/16 17,0,0.149611,0.727549,0.123246,0.997807,0.836631,0.001842,0.153687,0.188486,31,659
282,15/07/16 18,0,0.127131,0.778435,0.094434,0.997713,0.835097,0.001963,0.155815,0.146793,31,660
283,15/07/16 19,0,0.120455,0.761291,0.118254,0.997713,0.835479,0.001963,0.155008,0.360309,31,654
284,15/07/16 20,0,0.108388,0.809699,0.081913,0.997831,0.834162,0.001812,0.156878,0.280609,31,655
285,15/07/16 21,0,0.126602,0.776467,0.096931,0.997713,0.833817,0.001963,0.157421,0.218538,31,657
286,15/07/16 22,0,0.123085,0.775868,0.101047,0.997713,0.833516,0.001962,0.157909,0.170198,31,653
287,15/07/16 23,0,0.110123,0.800615,0.092899,0.997778,0.833111,0.001879,0.158513,0.132550,31,655
288,16/07/16 00,0,0.099294,0.821002,0.081606,0.997768,0.832577,0.001538,0.159283,0.103230,31,656
289,16/07/16 01,0,0.115778,0.795054,0.089168,0.998262,0.832497,0.001198,0.159392,0.101962,31,655
290,16/07/16 02,0,0.131077,0.764881,0.104042,0.998303,0.832558,0.000949,0.159341,0.116380,31,654
291,16/07/16 03,0,0.121421,0.788311,0.090667,0.998303,0.834472,0.000949,0.156734,0.234791,31,655
292,16/07/16 04,0,0.149554,0.703946,0.146499,0.997776,0.836347,0.001431,0.154155,0.234791,31,656
293,16/07/16 05,0,0.147252,0.741192,0.111556,0.998268,0.837470,0.001115,0.152682,0.182856,31,666
294,16/07/16 06,0,0.147375,0.726820,0.131526,0.998317,0.837902,0.000868,0.151946,0.270475,31,662
295,16/07/16 07,0,0.165583,0.678183,0.156234,0.998308,0.837935,0.000921,0.151974,0.210646,31,663
296,16/07/16 08,0,0.130528,0.753646,0.120602,0.997970,0.838559,0.001632,0.150889,0.285338,31,659
297,16/07/16 09,0,0.133176,0.754756,0.112068,0.997929,0.838305,0.001685,0.151258,0.222222,31,659
298,16/07/16 10,0,0.134946,0.748372,0.116682,0.998060,0.838332,0.001461,0.151327,0.173067,31,658
299,16/07/16 11,0,0.138417,0.743732,0.120089,0.998265,0.839142,0.001138,0.150296,0.139729,31,658
300,16/07/16 12,0,0.146913,0.735312,0.122638,0.998314,0.840611,0.000886,0.148128,0.209158,31,661
301,16/07/16 13,0,0.167579,0.649520,0.182901,0.998081,0.841427,0.001489,0.146781,0.273862,31,665
302,16/07/16 14,0,0.145760,0.724042,0.130198,0.997854,0.840769,0.001277,0.147753,0.213284,31,664
303,16/07/16 15,0,0.146939,0.719580,0.133481,0.998262,0.840524,0.000995,0.148171,0.166106,31,661
304,16/07/16 16,0,0.147807,0.716218,0.135975,0.998274,0.840282,0.000775,0.148621,0.135237,31,661
305,16/07/16 17,0,0.148454,0.713665,0.137881,0.997924,0.840062,0.000603,0.148686,0.311328,31,661
306,16/07/16 18,0,0.148942,0.711713,0.139344,0.998383,0.839068,0.000470,0.150206,0.242463,31,661
307,16/07/16 19,0,0.149313,0.710216,0.140471,0.997504,0.839216,0.002232,0.150000,0.266476,31,657
308,16/07/16 20,0,0.156869,0.702525,0.141340,0.997880,0.839370,0.001748,0.149943,0.207532,31,659
309,16/07/16 21,0,0.174202,0.660829,0.164968,0.997858,0.839886,0.001777,0.149391,0.167390,31,661
310,16/07/16 22,0,0.184766,0.626237,0.188997,0.997638,0.840607,0.002059,0.148462,0.180438,31,662
311,16/07/16 23,0,0.161648,0.667684,0.170668,0.997531,0.839721,0.002010,0.149513,0.278182,31,663
312,17/07/16 00,0,0.178659,0.581535,0.239806,0.997714,0.838920,0.001565,0.150487,0.317393,31,663
313,17/07/16 01,0,0.185278,0.584436,0.230286,0.997875,0.837905,0.001219,0.151945,0.247186,31,660
314,17/07/16 02,0,0.136545,0.740999,0.129609,0.998303,0.837085,0.000949,0.153049,0.192508,31,657
315,17/07/16 03,0,0.134468,0.750591,0.114941,0.998303,0.837787,0.000949,0.152100,0.234791,31,655
316,17/07/16 04,0,0.149002,0.706987,0.144011,0.998265,0.838868,0.001044,0.150606,0.234791,31,660
317,17/07/16 05,0,0.167873,0.642353,0.189774,0.998326,0.839703,0.000813,0.149457,0.234791,31,661
318,17/07/16 06,0,0.165063,0.692728,0.142209,0.998276,0.838950,0.000971,0.150533,0.182856,31,665
319,17/07/16 07,0,0.106105,0.814826,0.084003,0.998336,0.837196,0.000756,0.152924,0.142408,31,662
320,17/07/16 08,0,0.131358,0.735957,0.132685,0.997867,0.838019,0.001765,0.151755,0.234791,31,656
321,17/07/16 09,0,0.130571,0.764080,0.105348,0.997853,0.838113,0.001694,0.151688,0.182856,31,658
322,17/07/16 10,0,0.159560,0.695107,0.151122,0.998135,0.837882,0.001319,0.151937,0.250502,31,662
323,17/07/16 11,0,0.141880,0.728949,0.129171,0.998287,0.837316,0.001027,0.152750,0.228212,31,660
324,17/07/16 12,0,0.142009,0.725365,0.132627,0.998328,0.837514,0.000800,0.152588,0.177732,31,657
325,17/07/16 13,0,0.138773,0.750931,0.112769,0.998104,0.837689,0.001391,0.152427,0.143115,31,656
326,17/07/16 14,0,0.161027,0.695700,0.143272,0.998021,0.838246,0.001083,0.151598,0.206146,31,662
327,17/07/16 15,0,0.177412,0.615902,0.206685,0.998085,0.839317,0.000844,0.149775,0.278565,31,660
328,17/07/16 16,0,0.133377,0.753451,0.116703,0.998352,0.838146,0.000657,0.151424,0.216946,31,662
329,17/07/16 17,0,0.136800,0.753940,0.109259,0.997853,0.837405,0.001063,0.152529,0.168958,31,662
330,17/07/16 18,0,0.123106,0.785585,0.098458,0.998324,0.835781,0.000828,0.154803,0.131585,31,655
331,17/07/16 19,0,0.105306,0.806893,0.087801,0.998272,0.834313,0.001136,0.156848,0.102478,31,655
332,17/07/16 20,0,0.101307,0.823353,0.075339,0.998261,0.833175,0.001207,0.158431,0.089106,31,653
333,17/07/16 21,0,0.083223,0.854667,0.062872,0.998269,0.832291,0.001006,0.159662,0.069655,31,652
334,17/07/16 22,0,0.120496,0.796614,0.082891,0.998331,0.832278,0.000784,0.159746,0.125664,31,652
335,17/07/16 23,0,0.092310,0.837267,0.070423,0.998356,0.831496,0.000634,0.160826,0.097867,31,652
336,18/07/16 00,0,0.090288,0.837557,0.072155,0.998256,0.830868,0.001233,0.161728,0.076219,31,655
337,18/07/16 01,0,0.105753,0.819347,0.078140,0.997843,0.830720,0.001219,0.161988,0.106672,31,652
338,18/07/16 02,0,0.113470,0.797600,0.088930,0.998303,0.830742,0.000949,0.161983,0.096526,31,651
339,18/07/16 03,0,0.121592,0.800724,0.077684,0.998303,0.831124,0.000949,0.161451,0.122862,31,653
340,18/07/16 04,0,0.117998,0.795742,0.086260,0.998303,0.834421,0.000949,0.156951,0.234791,31,653
341,18/07/16 05,0,0.148482,0.709592,0.141926,0.998262,0.837315,0.001198,0.152974,0.234791,31,659
342,18/07/16 06,0,0.133588,0.777612,0.088800,0.997822,0.836514,0.001219,0.154016,0.182856,31,671
343,18/07/16 07,0,0.108148,0.818579,0.073273,0.998303,0.835060,0.000949,0.155984,0.142408,31,662
344,18/07/16 08,0,0.104891,0.831003,0.073050,0.998262,0.834360,0.001142,0.156965,0.112167,31,655
345,18/07/16 09,0,0.123587,0.793837,0.084337,0.998313,0.834188,0.000889,0.157231,0.114766,31,652
346,18/07/16 10,0,0.130584,0.771646,0.097770,0.998299,0.834651,0.000974,0.156593,0.110750,31,654
347,18/07/16 11,0,0.149077,0.733745,0.117178,0.997845,0.835448,0.001656,0.155524,0.135793,31,656
348,18/07/16 12,0,0.155456,0.719444,0.125100,0.998173,0.837589,0.001289,0.152571,0.167585,31,661
349,18/07/16 13,0,0.172883,0.645885,0.181232,0.998285,0.841074,0.001004,0.147616,0.247528,31,660
350,18/07/16 14,0,0.148468,0.735760,0.115772,0.998331,0.842315,0.000782,0.145964,0.192775,31,668
351,18/07/16 15,0,0.141150,0.749194,0.112356,0.998036,0.843403,0.001548,0.144316,0.303998,31,670
352,18/07/16 16,0,0.141841,0.737953,0.120206,0.997841,0.841870,0.001798,0.146466,0.236754,31,668
353,18/07/16 17,0,0.144812,0.729865,0.125989,0.997792,0.840273,0.001862,0.148698,0.184384,31,665
354,18/07/16 18,0,0.156119,0.709846,0.134035,0.997443,0.839122,0.002310,0.150381,0.143598,31,657
355,18/07/16 19,0,0.166985,0.684872,0.148143,0.997571,0.838385,0.002145,0.151495,0.140579,31,657
356,18/07/16 20,0,0.176545,0.661950,0.161505,0.997404,0.838157,0.002082,0.151871,0.145618,31,657
357,18/07/16 21,0,0.185640,0.635302,0.179057,0.997978,0.838542,0.001622,0.151406,0.161991,31,659
358,18/07/16 22,0,0.189166,0.625418,0.185416,0.997416,0.838671,0.002345,0.151277,0.147058,31,660
359,18/07/16 23,0,0.136152,0.737231,0.126617,0.997366,0.837270,0.002409,0.153162,0.114529,31,661
360,19/07/16 00,0,0.134638,0.740139,0.125223,0.997767,0.836160,0.001894,0.154615,0.101860,31,659
361,19/07/16 01,0,0.118103,0.800076,0.086930,0.997654,0.836641,0.001565,0.153972,0.169688,31,656
362,19/07/16 02,0,0.147443,0.740227,0.112329,0.997947,0.836756,0.001219,0.153798,0.169688,31,656
363,19/07/16 03,0,0.117833,0.799069,0.085394,0.998303,0.835708,0.000949,0.155216,0.132153,31,660
364,19/07/16 04,0,0.118057,0.795465,0.086478,0.998303,0.835283,0.000949,0.155706,0.234791,31,658
365,19/07/16 05,0,0.114490,0.805177,0.080333,0.998221,0.834751,0.001309,0.156412,0.182856,31,657
366,19/07/16 06,0,0.124982,0.783041,0.091978,0.997671,0.834761,0.002017,0.156385,0.169688,31,653
367,19/07/16 07,0,0.152795,0.722201,0.125004,0.997828,0.835171,0.001815,0.155809,0.173452,31,656
368,19/07/16 08,0,0.123796,0.787536,0.088668,0.997857,0.834696,0.001778,0.156476,0.135085,31,658
369,19/07/16 09,0,0.134988,0.760353,0.104659,0.997812,0.834246,0.001835,0.157093,0.117120,31,657
370,19/07/16 10,0,0.138828,0.746720,0.114452,0.998091,0.834074,0.001477,0.157325,0.127948,31,655
371,19/07/16 11,0,0.120812,0.762606,0.116582,0.998261,0.834504,0.001156,0.156403,0.340983,31,655
372,19/07/16 12,0,0.123080,0.780587,0.096333,0.998312,0.834165,0.000901,0.156928,0.265558,31,657
373,19/07/16 13,0,0.103637,0.812458,0.083905,0.998262,0.833371,0.000879,0.158042,0.206817,31,657
374,19/07/16 14,0,0.121543,0.782048,0.096409,0.998347,0.834062,0.000685,0.157053,0.221373,31,656
375,19/07/16 15,0,0.119228,0.801341,0.079431,0.997980,0.833827,0.001619,0.157397,0.172406,31,656
376,19/07/16 16,0,0.098330,0.824364,0.078004,0.997928,0.833055,0.001686,0.158497,0.134270,31,658
377,19/07/16 17,0,0.106433,0.807231,0.086337,0.998060,0.832342,0.001516,0.159491,0.104569,31,654
378,19/07/16 18,0,0.119500,0.783396,0.097104,0.998145,0.832471,0.001408,0.159332,0.106765,31,654
379,19/07/16 19,0,0.119858,0.801468,0.085635,0.998201,0.833202,0.001336,0.158403,0.111625,31,652
380,19/07/16 20,0,0.125871,0.780568,0.093562,0.998257,0.833087,0.001227,0.158606,0.110141,31,655
381,19/07/16 21,0,0.130173,0.766588,0.103239,0.998217,0.833001,0.001315,0.158763,0.112399,31,656
382,19/07/16 22,0,0.132903,0.756934,0.110163,0.997713,0.833804,0.001963,0.157745,0.126185,31,656
383,19/07/16 23,0,0.141443,0.750037,0.115222,0.997768,0.834590,0.001538,0.156705,0.163823,31,657
384,20/07/16 00,0,0.162458,0.683560,0.153982,0.998262,0.835512,0.001198,0.155217,0.236242,31,660
385,20/07/16 01,0,0.178174,0.602312,0.219514,0.998262,0.837044,0.001198,0.152746,0.294553,31,659
386,20/07/16 02,0,0.138764,0.753048,0.117700,0.997822,0.838039,0.001219,0.151516,0.229398,31,664
387,20/07/16 03,0,0.117673,0.784011,0.100233,0.998303,0.837864,0.000949,0.151691,0.234791,31,661
388,20/07/16 04,0,0.148288,0.711243,0.140469,0.997876,0.837542,0.001538,0.152110,0.234791,31,662
389,20/07/16 05,0,0.124022,0.786043,0.089935,0.998262,0.836641,0.001198,0.153415,0.182856,31,658
390,20/07/16 06,0,0.123359,0.775571,0.101069,0.998264,0.836928,0.001184,0.153129,0.169688,31,658
391,20/07/16 07,0,0.150443,0.729710,0.119865,0.997883,0.838890,0.001151,0.150398,0.244021,31,656
392,20/07/16 08,0,0.099326,0.824978,0.075696,0.997883,0.836798,0.000896,0.153273,0.190044,31,661
393,20/07/16 09,0,0.095174,0.838426,0.072723,0.998004,0.835294,0.000698,0.155351,0.148006,31,661
394,20/07/16 10,0,0.118764,0.798186,0.083050,0.998371,0.834472,0.000544,0.156538,0.115267,31,653
395,20/07/16 11,0,0.113140,0.809233,0.077627,0.997896,0.833687,0.001650,0.157646,0.113761,31,652
396,20/07/16 12,0,0.124949,0.735612,0.139439,0.997811,0.834186,0.001285,0.156692,0.388158,31,655
397,20/07/16 13,0,0.119792,0.801385,0.088415,0.998295,0.834012,0.001001,0.157017,0.302298,31,655
398,20/07/16 14,0,0.109838,0.809024,0.081623,0.998263,0.833929,0.001190,0.157180,0.235430,31,656
399,20/07/16 15,0,0.120550,0.773989,0.105461,0.997433,0.835522,0.002322,0.154900,0.278341,31,654
400,20/07/16 16,0,0.114878,0.821354,0.080542,0.997557,0.835390,0.002163,0.155194,0.216772,31,660
401,20/07/16 17,0,0.141532,0.763343,0.095125,0.997768,0.835531,0.001892,0.155124,0.168822,31,658
402,20/07/16 18,0,0.126319,0.777174,0.096507,0.997822,0.835356,0.001823,0.155419,0.131479,31,658
403,20/07/16 19,0,0.130529,0.763922,0.105549,0.997805,0.835165,0.001844,0.155676,0.114453,31,658
404,20/07/16 20,0,0.133200,0.754879,0.111945,0.997831,0.835504,0.001812,0.155242,0.114453,31,656
405,20/07/16 21,0,0.138462,0.748469,0.116585,0.997984,0.836924,0.001526,0.153347,0.168525,31,655
406,20/07/16 22,0,0.150278,0.711362,0.138360,0.998258,0.838036,0.001189,0.151611,0.240004,31,662
407,20/07/16 23,0,0.171015,0.615255,0.213730,0.998304,0.839143,0.000926,0.149682,0.316185,31,663
408,21/07/16 00,0,0.147187,0.723861,0.130362,0.998341,0.839096,0.000721,0.149902,0.246245,31,665
409,21/07/16 01,0,0.158111,0.712695,0.133607,0.998262,0.839392,0.001198,0.149623,0.191776,31,663
410,21/07/16 02,0,0.160363,0.700189,0.139449,0.998303,0.840249,0.000949,0.148576,0.169688,31,659
411,21/07/16 03,0,0.148461,0.713583,0.137956,0.998303,0.841187,0.000949,0.147311,0.234791,31,661
412,21/07/16 04,0,0.148948,0.709296,0.142069,0.998265,0.840870,0.001182,0.147714,0.234791,31,663
413,21/07/16 05,0,0.149318,0.710166,0.140516,0.998262,0.839360,0.001174,0.149906,0.182856,31,665
414,21/07/16 06,0,0.149600,0.709024,0.141376,0.998309,0.839562,0.000914,0.149723,0.169688,31,658
415,21/07/16 07,0,0.156421,0.708142,0.142041,0.997469,0.839646,0.000988,0.149691,0.195064,31,656
416,21/07/16 08,0,0.160893,0.692229,0.146878,0.997551,0.840579,0.000770,0.147986,0.389298,31,661
417,21/07/16 09,0,0.175473,0.662084,0.162443,0.997831,0.840379,0.000599,0.148465,0.303185,31,664
418,21/07/16 10,0,0.136868,0.733873,0.129259,0.997947,0.838822,0.000467,0.150703,0.236121,31,663
419,21/07/16 11,0,0.135175,0.737590,0.127235,0.998401,0.837241,0.000364,0.152895,0.183891,31,660
420,21/07/16 12,0,0.134390,0.739592,0.126018,0.998254,0.836243,0.001243,0.154352,0.143215,31,655
421,21/07/16 13,0,0.133954,0.740828,0.125217,0.997904,0.835850,0.001005,0.154975,0.111536,31,654
422,21/07/16 14,0,0.133686,0.741651,0.124664,0.998331,0.835421,0.000783,0.155624,0.106002,31,655
423,21/07/16 15,0,0.133509,0.742224,0.124268,0.998160,0.834994,0.001389,0.156176,0.116284,31,657
424,21/07/16 16,0,0.126690,0.775800,0.097510,0.998162,0.837404,0.001385,0.152774,0.234791,31,656
425,21/07/16 17,0,0.150940,0.692198,0.157038,0.997853,0.838598,0.001782,0.150954,0.268012,31,659
426,21/07/16 18,0,0.110432,0.805094,0.084474,0.997853,0.836855,0.001735,0.153326,0.208728,31,669
427,21/07/16 19,0,0.121203,0.782950,0.095847,0.997853,0.835391,0.001351,0.155374,0.162557,31,660
428,21/07/16 20,0,0.126315,0.768641,0.105044,0.998261,0.834468,0.001053,0.156651,0.126600,31,653
429,21/07/16 21,0,0.128816,0.760680,0.110504,0.998307,0.834221,0.000820,0.157049,0.125664,31,652
430,21/07/16 22,0,0.130213,0.755777,0.114009,0.998355,0.833679,0.000638,0.157802,0.101860,31,654
431,21/07/16 23,0,0.131064,0.752554,0.116381,0.998142,0.833390,0.001411,0.158247,0.101860,31,655
432,22/07/16 00,0,0.131616,0.750338,0.118046,0.998104,0.833408,0.001460,0.158274,0.108032,31,654
433,22/07/16 01,0,0.131989,0.748765,0.119245,0.998262,0.833257,0.001198,0.158487,0.101860,31,655
434,22/07/16 02,0,0.116417,0.797145,0.093253,0.998303,0.833531,0.000949,0.158144,0.111534,31,656
435,22/07/16 03,0,0.122783,0.786546,0.090672,0.998303,0.833993,0.000949,0.157450,0.169688,31,655
436,22/07/16 04,0,0.147584,0.739820,0.112596,0.997853,0.836400,0.000760,0.154062,0.234791,31,658
437,22/07/16 05,0,0.149348,0.704706,0.145945,0.998262,0.836757,0.000592,0.153542,0.234791,31,661
438,22/07/16 06,0,0.121145,0.786743,0.092112,0.998278,0.835894,0.000461,0.154781,0.182856,31,663
439,22/07/16 07,0,0.139911,0.747355,0.112735,0.998402,0.836665,0.000359,0.153839,0.169688,31,657
440,22/07/16 08,0,0.167955,0.618802,0.213244,0.998231,0.838093,0.001297,0.151687,0.380171,31,657
441,22/07/16 09,0,0.153572,0.720227,0.126201,0.998077,0.837390,0.001495,0.152691,0.296078,31,664
442,22/07/16 10,0,0.164164,0.694878,0.140959,0.997713,0.837297,0.001963,0.152829,0.230586,31,659
443,22/07/16 11,0,0.162279,0.691516,0.146204,0.997713,0.838096,0.001963,0.151858,0.179580,31,657
444,22/07/16 12,0,0.159388,0.692911,0.147701,0.997749,0.838338,0.001917,0.151316,0.220253,31,663
445,22/07/16 13,0,0.172775,0.632946,0.197034,0.997759,0.838997,0.001565,0.150133,0.290791,31,662
446,22/07/16 14,0,0.140263,0.739665,0.129681,0.997874,0.839118,0.001219,0.150082,0.226468,31,662
447,22/07/16 15,0,0.150499,0.728510,0.120991,0.998303,0.840272,0.000949,0.148358,0.320991,31,661
448,22/07/16 16,0,0.147424,0.733312,0.119299,0.998325,0.839735,0.000822,0.149228,0.249988,31,663
449,22/07/16 17,0,0.160565,0.703192,0.136242,0.997713,0.839288,0.001963,0.149951,0.194691,31,663
450,22/07/16 18,0,0.160056,0.696840,0.143104,0.997713,0.838573,0.001963,0.151014,0.151625,31,659
451,22/07/16 19,0,0.159543,0.693591,0.146866,0.997713,0.838061,0.001963,0.151827,0.123482,31,661
452,22/07/16 20,0,0.153717,0.701494,0.144789,0.997978,0.838459,0.001622,0.151141,0.332250,31,656
453,22/07/16 21,0,0.170505,0.670391,0.159104,0.997713,0.839101,0.001963,0.150439,0.258757,31,659
454,22/07/16 22,0,0.183268,0.635706,0.181026,0.997713,0.839991,0.001963,0.149321,0.201520,31,661
455,22/07/16 23,0,0.135492,0.740250,0.124259,0.997782,0.838721,0.001874,0.151063,0.156944,31,664
456,23/07/16 00,0,0.141904,0.742457,0.123403,0.997713,0.837561,0.001963,0.152663,0.130090,31,662
457,23/07/16 01,0,0.136544,0.743361,0.123043,0.997821,0.836599,0.001538,0.154018,0.111846,31,659
458,23/07/16 02,0,0.135847,0.743730,0.122924,0.998262,0.835590,0.001198,0.155318,0.112677,31,655
459,23/07/16 03,0,0.138872,0.742777,0.122890,0.998303,0.836521,0.000949,0.153981,0.234791,31,655
460,23/07/16 04,0,0.148745,0.708288,0.142967,0.998303,0.837400,0.000834,0.152766,0.234791,31,656
461,23/07/16 05,0,0.131114,0.768961,0.099925,0.997891,0.836644,0.000650,0.153767,0.182856,31,662
462,23/07/16 06,0,0.149562,0.730466,0.119972,0.998262,0.836581,0.000506,0.153863,0.169688,31,661
463,23/07/16 07,0,0.107395,0.826579,0.074848,0.998396,0.835336,0.000394,0.155558,0.132153,31,659
464,23/07/16 08,0,0.126484,0.744860,0.128656,0.997944,0.836219,0.001666,0.154151,0.317992,31,656
